Epoch,Num trials,Number correct,Time
0,1077,118,65.40192182501778
1,1077,161,65.54422488017008
2,1077,177,65.5557023352012
3,1077,278,65.54526792420074
4,1077,316,65.39639881905168
5,1077,280,65.38726232526824
6,1077,303,65.29674840392545
7,1077,376,65.1902034189552
8,1077,517,65.15221593901515
9,1077,580,64.97713449504226
10,1077,579,64.86787890736014
11,1077,593,64.73510035173967
12,1077,613,64.60615090187639
13,1077,602,64.45322635071352
14,1077,642,64.33514692308381
15,1077,666,64.2907716888003
16,1077,670,64.12285740906373
17,1077,683,63.93840326694772
18,1077,684,64.07853438984603
19,1077,684,63.77399251703173
20,1077,707,63.82925696577877
21,1077,720,63.68107534293085
22,1077,717,63.56744044972584
23,1077,702,63.528502772096545
24,1077,705,63.45664411224425
25,1077,706,63.58536655316129
26,1077,729,63.43330265022814
27,1077,751,63.24914677301422
28,1077,760,63.35126837110147
29,1077,769,63.23664637329057
30,1077,762,63.13364766072482
31,1077,754,63.029698903206736
32,1077,784,63.11748448992148
33,1077,791,63.230031073559076
34,1077,780,63.07069092616439
35,1077,784,63.06635794090107
36,1077,805,62.975862458813936
37,1077,820,63.09711277671158
38,1077,821,62.94913197495043
39,1077,825,63.03215481201187
40,1077,832,62.969387663993984
41,1077,842,62.907722065225244
42,1077,794,62.76845178566873
43,1077,829,62.795554876793176
44,1077,864,62.906022239942104
45,1077,876,62.822062737774104
46,1077,867,62.78170583117753
47,1077,851,62.91800836939365
48,1077,861,63.01499212207273
49,1077,870,62.85717698512599
