Epoch,Num trials,Number correct,Time
0,8156,368,26.268617464999807
1,8156,474,26.241105916999913
2,8156,677,26.164424250999218
3,8156,1023,25.991054815000098
4,8156,1624,25.667440429000635
5,8156,1902,25.376020838999466
6,8156,2100,25.095940989000155
7,8156,2510,25.079841013000078
8,8156,2941,24.80612151600053
9,8156,3219,24.84685211499982
10,8156,3462,24.796233595000558
11,8156,3668,24.77632956100024
12,8156,3895,24.770882566999717
13,8156,4022,24.901117297999917
14,8156,4090,24.700912083999356
15,8156,4413,24.759624456999518
16,8156,4462,24.760662681000213
17,8156,4602,24.734006249999766
18,8156,4764,24.729359238000143
19,8156,4870,24.660671325000294
20,8156,4899,24.674039328000617
21,8156,5083,24.726844783999695
22,8156,5122,24.947814570000446
23,8156,5179,24.698309299000357
24,8156,5265,24.69347772800029
25,8156,5401,24.628748713999812
26,8156,5470,24.62649406499986
27,8156,5527,24.629674478999732
28,8156,5577,24.62820742399981
29,8156,5588,24.624582387999908
30,8156,5666,24.621723049999673
31,8156,5754,24.6163836249998
32,8156,5774,24.614994065000246
33,8156,5698,24.634851522000645
34,8156,5822,24.680071584999496
35,8156,5985,24.68649387499954
36,8156,5829,24.66095542900075
37,8156,5797,24.665358439000556
38,8156,5984,24.603874948999874
39,8156,5963,24.627303790999576
40,8156,5929,24.910395425000388
41,8156,6031,24.67267680199984
42,8156,6066,24.653457768999942
43,8156,6162,24.881370885999786
44,8156,6143,24.674384637000003
45,8156,6165,24.662486976000764
46,8156,6208,24.64733982300004
47,8156,6183,24.67202167600044
48,8156,6240,24.600784227000076
49,8156,6352,24.605688376000217
