Epoch,Num trials,Number correct,Time
0,1077,232,688.2006491250359
1,1077,447,688.2061543352902
2,1077,533,688.2011855929159
3,1077,691,688.2272097230889
4,1077,763,688.2430092138238
5,1077,758,688.2158659151755
6,1077,806,688.2255187742412
7,1077,866,688.2066962062381
8,1077,879,688.2218824159354
9,1077,925,688.2352120517753
10,1077,956,688.2140654311515
11,1077,976,688.2215023203753
12,1077,963,688.1933862539008
13,1077,986,688.1896073729731
14,1077,992,688.1826212359592
15,1077,1006,688.1670911950059
16,1077,1005,688.1841624761
17,1077,1008,688.1751121170819
18,1077,1016,688.1669176300056
19,1077,1028,688.1856205770746
20,1077,1023,688.1985703092068
21,1077,1025,688.1932242391631
22,1077,1035,688.1946791280061
23,1077,1035,688.1816763849929
24,1077,1038,688.1644062660635
25,1077,1039,688.1898596961983
26,1077,1043,688.1889623156749
27,1077,1046,688.1833807858638
28,1077,1051,688.1820466807112
29,1077,1049,688.1794020170346
30,1077,1052,688.1836552619934
31,1077,1054,688.1892811483704
32,1077,1056,688.1894833799452
33,1077,1058,688.1935685831122
34,1077,1059,688.1982238679193
35,1077,1060,688.1817263071425
36,1077,1062,688.2053633984178
37,1077,1063,688.1907665422186
38,1077,1064,688.19271118287
39,1077,1064,688.1991521557793
40,1077,1064,688.2027348722331
41,1077,1064,688.2022619480267
42,1077,1065,688.2117197248153
43,1077,1064,688.1981225558557
44,1077,1065,688.1806665943004
45,1077,1065,688.1679917047732
46,1077,1066,688.1807436351664
47,1077,1065,688.2118997229263
48,1077,1067,688.1763105760328
49,1077,1067,688.1786406091414
