# Conn_Pop2_Pop2, Conn_Pop2_Pop2_fail, Conn_Pop0_Pop2, Conn_Pop0_Pop2_fail
246,0,32,0
248,0,25,0
263,0,27,0
269,0,21,0
250,0,21,0
260,0,24,0
266,0,22,0
276,0,26,0
259,0,23,0
258,0,16,0
248,0,12,0
244,0,20,0
239,0,24,0
252,0,26,0
247,0,29,0
257,0,26,0
267,0,25,0
258,0,24,0
264,0,24,0
259,0,26,0
239,0,34,0
239,0,27,0
239,0,28,0
240,0,29,0
231,0,28,0
237,0,25,0
234,0,30,0
232,0,29,0
227,0,34,0
226,0,33,0
223,0,27,0
221,0,26,0
215,0,26,0
206,0,25,0
216,0,26,0
209,0,25,0
214,0,23,0
202,0,23,0
210,0,25,0
209,0,29,0
201,0,28,0
218,0,30,0
214,0,30,0
217,0,33,0
212,0,33,0
222,0,31,0
216,0,24,0
220,0,21,0
205,0,19,0
202,0,25,0
199,0,23,0
213,0,30,0
222,0,23,0
234,0,19,0
240,0,21,0
240,0,20,0
238,0,22,0
228,0,22,0
221,0,16,0
220,0,24,0
214,0,29,0
204,0,28,0
192,0,26,0
202,0,23,0
208,0,26,0
203,0,31,0
201,0,31,0
201,0,27,0
200,0,23,0
192,0,21,0
191,0,22,0
185,0,22,0
187,0,18,0
179,0,20,0
183,0,26,0
191,0,29,0
200,0,26,0
193,0,21,0
202,0,31,0
196,0,26,0
199,0,28,0
183,0,26,0
189,0,23,0
189,0,24,0
198,0,27,0
192,0,23,0
183,0,22,0
177,0,21,0
154,0,32,0
163,0,31,0
170,0,26,0
166,0,26,0
167,0,28,0
165,0,24,0
180,0,22,0
186,0,19,0
188,0,18,0
183,0,19,0
176,0,21,0
178,0,21,0
181,0,21,0
182,0,19,0
173,0,20,0
166,0,21,0
174,0,23,0
180,0,24,0
186,0,23,0
180,0,27,0
184,0,18,0
199,0,15,0
188,0,19,0
180,0,18,0
168,0,20,0
181,0,28,0
182,0,26,0
176,0,26,0
166,0,28,0
164,0,27,0
158,0,30,0
157,0,28,0
156,0,19,0
160,0,17,0
167,0,17,0
176,0,20,0
169,0,20,0
160,0,22,0
161,0,29,0
175,0,23,0
170,0,16,0
171,0,23,0
150,0,21,0
149,0,16,0
161,0,19,0
153,0,20,0
150,0,17,0
153,0,21,0
156,0,24,0
152,0,24,0
151,0,33,0
150,0,28,0
162,0,29,0
159,0,28,0
154,0,28,0
162,0,20,0
163,0,24,0
181,0,32,0
186,0,29,0
182,0,24,0
173,0,23,0
170,0,27,0
160,0,23,0
153,0,27,0
147,0,26,0
163,0,20,0
164,0,17,0
164,0,25,0
161,0,25,0
145,0,23,0
146,0,25,0
150,0,28,0
162,0,26,0
147,0,27,0
145,0,30,0
137,0,32,0
154,0,37,0
150,0,28,0
154,0,27,0
145,0,28,0
152,0,21,0
157,0,22,0
153,0,30,0
159,0,29,0
158,0,28,0
151,0,31,0
136,0,28,0
148,0,33,0
151,0,28,0
151,0,25,0
151,0,30,0
164,0,22,0
152,0,19,0
143,0,25,0
158,0,22,0
164,0,20,0
149,0,26,0
155,0,27,0
160,0,19,0
167,0,17,0
173,0,21,0
171,0,21,0
161,0,26,0
161,0,26,0
152,0,22,0
147,0,27,0
143,0,24,0
140,0,25,0
140,0,24,0
126,0,21,0
132,0,25,0
137,0,17,0
125,0,17,0
127,0,22,0
138,0,25,0
143,0,25,0
130,0,26,0
134,0,28,0
132,0,32,0
133,0,34,0
136,0,28,0
137,0,24,0
138,0,22,0
138,0,24,0
131,0,18,0
122,0,28,0
127,0,22,0
132,0,26,0
126,0,32,0
131,0,25,0
129,0,25,0
139,0,26,0
146,0,27,0
142,0,22,0
139,0,23,0
148,0,26,0
157,0,31,0
157,0,29,0
149,0,28,0
143,0,27,0
151,0,28,0
146,0,28,0
138,0,31,0
145,0,23,0
144,0,19,0
142,0,25,0
133,0,19,0
136,0,19,0
135,0,22,0
139,0,19,0
140,0,20,0
142,0,22,0
148,0,18,0
132,0,21,0
140,0,18,0
141,0,19,0
134,0,18,0
127,0,20,0
118,0,18,0
124,0,26,0
119,0,21,0
118,0,18,0
119,0,14,0
130,0,24,0
124,0,23,0
128,0,15,0
123,0,17,0
109,0,25,0
109,0,20,0
109,0,19,0
121,0,14,0
126,0,19,0
125,0,17,0
114,0,19,0
120,0,19,0
126,0,22,0
124,0,23,0
128,0,27,0
119,0,28,0
121,0,26,0
116,0,26,0
114,0,31,0
127,0,25,0
133,0,24,0
134,0,28,0
135,0,25,0
130,0,23,0
129,0,23,0
140,0,23,0
140,0,21,0
132,0,22,0
123,0,22,0
112,0,21,0
120,0,17,0
120,0,21,0
109,0,23,0
108,0,23,0
103,0,25,0
95,0,23,0
99,0,26,0
99,0,24,0
102,0,14,0
105,0,12,0
106,0,13,0
106,0,18,0
107,0,17,0
116,0,20,0
117,0,25,0
112,0,25,0
110,0,23,0
114,0,19,0
111,0,20,0
121,0,29,0
127,0,21,0
114,0,26,0
130,0,23,0
125,0,22,0
113,0,27,0
118,0,33,0
109,0,31,0
117,0,25,0
126,0,23,0
129,0,21,0
131,0,19,0
128,0,23,0
133,0,26,0
142,0,26,0
144,0,19,0
147,0,20,0
150,0,15,0
139,0,18,0
134,0,18,0
124,0,23,0
119,0,16,0
112,0,15,0
120,0,20,0
122,0,26,0
121,0,22,0
124,0,20,0
120,0,18,0
114,0,16,0
103,0,21,0
99,0,23,0
105,0,21,0
117,0,17,0
115,0,16,0
121,0,13,0
120,0,16,0
112,0,23,0
109,0,21,0
119,0,16,0
128,0,13,0
134,0,19,0
124,0,22,0
123,0,18,0
118,0,20,0
130,0,20,0
129,0,18,0
119,0,22,0
111,0,20,0
104,0,23,0
112,0,22,0
116,0,21,0
121,0,16,0
116,0,20,0
111,0,19,0
110,0,24,0
106,0,23,0
102,0,16,0
102,0,20,0
97,0,18,0
98,0,14,0
100,0,17,0
101,0,18,0
101,0,17,0
102,0,20,0
104,0,16,0
102,0,12,0
107,0,9,0
113,0,13,0
115,0,11,0
115,0,13,0
115,0,16,0
105,0,15,0
108,0,13,0
108,0,15,0
101,0,16,0
105,0,24,0
109,0,20,0
108,0,18,0
104,0,17,0
96,0,17,0
102,0,16,0
103,0,13,0
95,0,14,0
107,0,9,0
108,0,15,0
109,0,16,0
111,0,19,0
112,0,20,0
117,0,16,0
113,0,13,0
121,0,14,0
132,0,18,0
143,0,17,0
121,0,17,0
115,0,16,0
123,0,18,0
116,0,16,0
118,0,13,0
117,0,11,0
110,0,16,0
109,0,18,0
105,0,16,0
106,0,19,0
97,0,20,0
107,0,19,0
108,0,20,0
99,0,16,0
96,0,18,0
120,0,15,0
118,0,13,0
112,0,14,0
118,0,13,0
107,0,18,0
106,0,18,0
107,0,15,0
118,0,19,0
117,0,22,0
117,0,23,0
120,0,21,0
112,0,23,0
112,0,20,0
115,0,19,0
123,0,16,0
112,0,17,0
109,0,22,0
